EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
374,36,0.0,Non-Travel,1105,Research & Development,24,Magister,Life Sciences,1,Sedang,Female,47,Tinggi,2,Laboratory Technician,Sedang,Married,5674,6927,7,Y,No,15,Sangat Baik,Tinggi,80,1,11,3,Tinggi,9,8,0,8
375,21,0.0,Travel_Rarely,391,Research & Development,15,Perguruan tinggi,Life Sciences,1,Tinggi,Male,96,Tinggi,1,Research Scientist,Sangat Tinggi,Single,1232,19281,1,Y,No,14,Sangat Baik,Sangat Tinggi,80,0,0,6,Tinggi,0,0,0,0
377,34,0.0,Travel_Rarely,204,Sales,14,Sarjana,Technical Degree,1,Tinggi,Female,31,Tinggi,1,Sales Representative,Tinggi,Divorced,2579,2912,1,Y,Yes,18,Sangat Baik,Sangat Tinggi,80,2,8,3,Tinggi,8,2,0,6
379,34,0.0,Travel_Rarely,665,Research & Development,6,Magister,Other,1,Rendah,Female,41,Tinggi,2,Research Scientist,Tinggi,Single,4809,12482,1,Y,No,14,Sangat Baik,Tinggi,80,0,16,3,Tinggi,16,13,2,10
381,39,0.0,Travel_Rarely,1383,Human Resources,2,Sarjana,Life Sciences,1,Sangat Tinggi,Female,42,Sedang,2,Human Resources,Sangat Tinggi,Married,5204,7790,8,Y,No,11,Sangat Baik,Tinggi,80,2,13,2,Tinggi,5,4,0,4
382,45,0.0,Travel_Rarely,549,Research & Development,8,Magister,Other,1,Sangat Tinggi,Male,75,Tinggi,2,Research Scientist,Sangat Tinggi,Married,3697,9278,9,Y,No,14,Sangat Baik,Rendah,80,2,12,3,Tinggi,10,9,9,8
385,31,1.0,Travel_Frequently,307,Research & Development,29,Perguruan tinggi,Medical,1,Tinggi,Male,71,Sedang,1,Laboratory Technician,Sedang,Single,3479,11652,0,Y,No,11,Sangat Baik,Sedang,80,0,6,2,Sangat Tinggi,5,4,1,4
386,38,0.0,Travel_Rarely,1035,Sales,3,Magister,Life Sciences,1,Sedang,Male,42,Tinggi,2,Sales Executive,Sangat Tinggi,Single,6861,4981,8,Y,Yes,12,Sangat Baik,Tinggi,80,0,19,1,Tinggi,1,0,0,0
388,31,0.0,Travel_Frequently,1327,Research & Development,3,Magister,Medical,1,Sedang,Male,73,Tinggi,3,Research Director,Tinggi,Divorced,13675,13523,9,Y,No,12,Sangat Baik,Rendah,80,1,9,3,Tinggi,2,2,2,2
389,26,0.0,Travel_Rarely,991,Research & Development,6,Sarjana,Life Sciences,1,Tinggi,Female,71,Tinggi,1,Laboratory Technician,Sangat Tinggi,Married,2659,17759,1,Y,Yes,13,Sangat Baik,Tinggi,80,1,3,2,Tinggi,3,2,0,2
391,30,0.0,Travel_Rarely,1138,Research & Development,6,Sarjana,Technical Degree,1,Rendah,Female,48,Sedang,2,Laboratory Technician,Sangat Tinggi,Married,4627,23631,0,Y,No,12,Sangat Baik,Rendah,80,1,10,6,Tinggi,9,2,6,7
393,34,0.0,Travel_Rarely,943,Research & Development,9,Sarjana,Life Sciences,1,Sangat Tinggi,Male,86,Tinggi,3,Healthcare Representative,Sangat Tinggi,Divorced,8500,5494,0,Y,No,11,Sangat Baik,Sangat Tinggi,80,1,10,0,Sedang,9,7,1,6
394,35,0.0,Travel_Rarely,735,Research & Development,6,Di bawah perguruan tinggi,Life Sciences,1,Tinggi,Male,66,Tinggi,1,Research Scientist,Tinggi,Married,3506,6020,0,Y,Yes,14,Sangat Baik,Sangat Tinggi,80,0,4,3,Tinggi,3,2,2,2
395,27,0.0,Travel_Rarely,1240,Research & Development,2,Magister,Life Sciences,1,Sangat Tinggi,Female,33,Tinggi,1,Laboratory Technician,Rendah,Divorced,2341,19715,1,Y,No,13,Sangat Baik,Sangat Tinggi,80,1,1,6,Tinggi,1,0,0,0
399,31,0.0,Travel_Rarely,691,Research & Development,5,Magister,Technical Degree,1,Tinggi,Male,86,Tinggi,1,Research Scientist,Sangat Tinggi,Married,4821,10077,0,Y,Yes,12,Sangat Baik,Tinggi,80,1,6,4,Tinggi,5,2,0,3
400,39,0.0,Travel_Frequently,443,Research & Development,8,Di bawah perguruan tinggi,Life Sciences,1,Tinggi,Female,48,Tinggi,1,Laboratory Technician,Tinggi,Married,3755,17872,1,Y,No,11,Sangat Baik,Rendah,80,1,8,3,Tinggi,8,3,0,7
401,29,0.0,Travel_Rarely,1252,Research & Development,23,Perguruan tinggi,Life Sciences,1,Tinggi,Male,81,Sangat Tinggi,1,Research Scientist,Tinggi,Married,2700,23779,1,Y,No,24,Luar Biasa,Tinggi,80,1,10,3,Tinggi,10,7,0,7
403,29,1.0,Travel_Rarely,121,Sales,27,Sarjana,Marketing,1,Sedang,Female,35,Tinggi,3,Sales Executive,Sangat Tinggi,Married,7639,24525,1,Y,No,22,Luar Biasa,Sangat Tinggi,80,3,10,3,Sedang,10,4,1,9
404,44,1.0,Travel_Rarely,935,Research & Development,3,Sarjana,Life Sciences,1,Rendah,Male,89,Tinggi,1,Laboratory Technician,Rendah,Married,2362,14669,4,Y,No,12,Sangat Baik,Tinggi,80,0,10,4,Sangat Tinggi,3,2,1,2
405,26,0.0,Travel_Rarely,841,Research & Development,6,Sarjana,Other,1,Tinggi,Female,46,Sedang,1,Research Scientist,Sedang,Married,2368,23300,1,Y,No,19,Sangat Baik,Tinggi,80,0,5,3,Sedang,5,4,4,3
406,48,0.0,Travel_Rarely,163,Sales,2,Doktor,Marketing,1,Sedang,Female,37,Tinggi,2,Sales Executive,Sangat Tinggi,Married,4051,19658,2,Y,No,14,Sangat Baik,Rendah,80,1,14,2,Tinggi,9,7,6,7
407,38,0.0,Travel_Rarely,364,Research & Development,3,Doktor,Technical Degree,1,Sangat Tinggi,Female,32,Tinggi,2,Research Scientist,Tinggi,Single,4317,2302,3,Y,Yes,20,Luar Biasa,Sedang,80,0,19,2,Tinggi,3,2,2,2
409,23,1.0,Travel_Rarely,1243,Research & Development,6,Sarjana,Life Sciences,1,Tinggi,Male,63,Sangat Tinggi,1,Laboratory Technician,Rendah,Married,1601,3445,1,Y,Yes,21,Luar Biasa,Tinggi,80,2,1,2,Tinggi,0,0,0,0
411,50,0.0,Travel_Rarely,939,Research & Development,24,Sarjana,Life Sciences,1,Sangat Tinggi,Male,95,Tinggi,4,Manufacturing Director,Tinggi,Married,13973,4161,3,Y,Yes,18,Sangat Baik,Sangat Tinggi,80,1,22,2,Tinggi,12,11,1,5
412,37,0.0,Travel_Rarely,1189,Sales,3,Sarjana,Life Sciences,1,Tinggi,Male,87,Tinggi,3,Sales Executive,Sangat Tinggi,Single,7428,14506,2,Y,No,12,Sangat Baik,Rendah,80,0,12,3,Tinggi,5,3,1,3
414,31,0.0,Travel_Rarely,1398,Human Resources,8,Perguruan tinggi,Medical,1,Sangat Tinggi,Female,96,Sangat Tinggi,1,Human Resources,Sedang,Single,2109,24609,9,Y,No,18,Sangat Baik,Sangat Tinggi,80,0,8,3,Tinggi,3,2,0,2
415,49,1.0,Travel_Rarely,1184,Sales,11,Sarjana,Marketing,1,Tinggi,Female,43,Tinggi,3,Sales Executive,Sangat Tinggi,Married,7654,5860,1,Y,No,18,Sangat Baik,Rendah,80,2,9,3,Sangat Tinggi,9,8,7,7
416,34,0.0,Travel_Frequently,135,Research & Development,19,Sarjana,Medical,1,Tinggi,Female,46,Tinggi,2,Laboratory Technician,Sedang,Divorced,4444,22534,4,Y,No,13,Sangat Baik,Tinggi,80,2,15,2,Sangat Tinggi,11,8,5,10
417,41,1.0,Travel_Rarely,1102,Sales,1,Perguruan tinggi,Life Sciences,1,Sedang,Female,94,Tinggi,2,Sales Executive,Sangat Tinggi,Single,5993,19479,8,Y,Yes,11,Sangat Baik,Rendah,80,0,8,0,Rendah,6,4,0,5
418,34,0.0,Travel_Rarely,970,Research & Development,8,Perguruan tinggi,Medical,1,Sedang,Female,96,Tinggi,2,Healthcare Representative,Tinggi,Single,6142,7360,3,Y,No,11,Sangat Baik,Sangat Tinggi,80,0,10,2,Tinggi,5,1,4,3
419,39,0.0,Travel_Frequently,505,Research & Development,2,Magister,Technical Degree,1,Tinggi,Female,64,Tinggi,3,Healthcare Representative,Tinggi,Single,10938,6420,0,Y,No,25,Luar Biasa,Sangat Tinggi,80,0,20,1,Tinggi,19,6,11,8
420,32,1.0,Travel_Frequently,1125,Research & Development,16,Di bawah perguruan tinggi,Life Sciences,1,Sedang,Female,72,Rendah,1,Research Scientist,Rendah,Single,3919,4681,1,Y,Yes,22,Luar Biasa,Sedang,80,0,10,5,Tinggi,10,2,6,7
421,37,0.0,Travel_Frequently,889,Research & Development,9,Sarjana,Medical,1,Sedang,Male,53,Tinggi,1,Research Scientist,Sangat Tinggi,Married,2326,11411,1,Y,Yes,12,Sangat Baik,Tinggi,80,3,4,3,Sedang,4,2,1,2
422,30,1.0,Travel_Rarely,138,Research & Development,22,Sarjana,Life Sciences,1,Rendah,Female,48,Tinggi,1,Research Scientist,Tinggi,Married,2132,11539,4,Y,Yes,11,Sangat Baik,Sedang,80,0,7,2,Tinggi,5,2,0,1
424,55,0.0,Travel_Rarely,452,Research & Development,1,Sarjana,Medical,1,Sangat Tinggi,Male,81,Tinggi,5,Manager,Rendah,Single,19045,18938,0,Y,Yes,14,Sangat Baik,Tinggi,80,0,37,2,Tinggi,36,10,4,13
425,37,0.0,Travel_Rarely,1225,Research & Development,10,Perguruan tinggi,Life Sciences,1,Sangat Tinggi,Male,80,Sangat Tinggi,1,Research Scientist,Sangat Tinggi,Single,4680,15232,3,Y,No,17,Sangat Baik,Rendah,80,0,4,2,Tinggi,1,0,0,0
426,35,0.0,Travel_Rarely,619,Sales,1,Sarjana,Marketing,1,Sedang,Male,85,Tinggi,2,Sales Executive,Tinggi,Married,4717,18659,9,Y,No,11,Sangat Baik,Tinggi,80,0,15,2,Tinggi,11,9,6,9
427,46,0.0,Travel_Frequently,638,Research & Development,1,Sarjana,Medical,1,Tinggi,Male,40,Sedang,3,Healthcare Representative,Rendah,Married,10673,3142,2,Y,Yes,13,Sangat Baik,Tinggi,80,1,21,5,Sedang,10,9,9,5
429,36,0.0,Travel_Rarely,922,Research & Development,3,Perguruan tinggi,Life Sciences,1,Rendah,Female,39,Tinggi,1,Laboratory Technician,Sangat Tinggi,Divorced,2835,2561,5,Y,No,22,Luar Biasa,Rendah,80,1,7,2,Tinggi,1,0,0,0
430,24,0.0,Non-Travel,1269,Research & Development,4,Di bawah perguruan tinggi,Life Sciences,1,Rendah,Male,46,Sedang,1,Laboratory Technician,Sangat Tinggi,Married,3162,10778,0,Y,No,17,Sangat Baik,Sangat Tinggi,80,0,6,2,Sedang,5,2,3,4
431,50,0.0,Travel_Rarely,1464,Research & Development,2,Magister,Medical,1,Sedang,Male,62,Tinggi,5,Research Director,Tinggi,Married,19237,12853,2,Y,Yes,11,Sangat Baik,Sangat Tinggi,80,1,29,2,Sedang,8,1,7,7
432,32,0.0,Non-Travel,1184,Research & Development,1,Sarjana,Life Sciences,1,Tinggi,Female,70,Sedang,1,Laboratory Technician,Sedang,Married,2332,3974,6,Y,No,20,Luar Biasa,Tinggi,80,0,5,3,Tinggi,3,0,0,2
433,34,0.0,Travel_Rarely,121,Research & Development,2,Magister,Medical,1,Tinggi,Female,86,Sedang,1,Research Scientist,Rendah,Single,4381,7530,1,Y,No,11,Sangat Baik,Tinggi,80,0,6,3,Tinggi,6,5,1,3
434,26,0.0,Travel_Rarely,652,Research & Development,7,Sarjana,Other,1,Tinggi,Male,100,Sangat Tinggi,1,Laboratory Technician,Rendah,Single,3578,23577,0,Y,No,12,Sangat Baik,Sangat Tinggi,80,0,8,2,Tinggi,7,7,0,7
435,33,0.0,Travel_Frequently,1141,Sales,1,Sarjana,Life Sciences,1,Tinggi,Female,42,Sangat Tinggi,2,Sales Executive,Rendah,Married,5376,3193,2,Y,No,19,Sangat Baik,Rendah,80,2,10,3,Tinggi,5,3,1,3
438,38,0.0,Travel_Frequently,1391,Research & Development,10,Di bawah perguruan tinggi,Medical,1,Tinggi,Male,66,Tinggi,1,Research Scientist,Tinggi,Married,2684,12127,0,Y,No,17,Sangat Baik,Sedang,80,1,3,0,Sedang,2,1,0,2
439,37,0.0,Travel_Rarely,1462,Research & Development,11,Sarjana,Medical,1,Rendah,Female,94,Tinggi,1,Laboratory Technician,Tinggi,Single,3629,19106,4,Y,No,18,Sangat Baik,Rendah,80,0,8,6,Tinggi,3,2,0,2
440,35,0.0,Travel_Rarely,1276,Research & Development,16,Sarjana,Life Sciences,1,Sangat Tinggi,Male,72,Tinggi,3,Healthcare Representative,Tinggi,Married,7632,14295,4,Y,Yes,12,Sangat Baik,Tinggi,80,0,10,2,Tinggi,8,7,0,0
441,32,0.0,Travel_Rarely,128,Research & Development,2,Di bawah perguruan tinggi,Technical Degree,1,Sangat Tinggi,Male,84,Sedang,2,Laboratory Technician,Rendah,Single,2176,19737,4,Y,No,13,Sangat Baik,Sangat Tinggi,80,0,9,5,Tinggi,6,2,0,4
442,38,0.0,Travel_Frequently,240,Research & Development,2,Magister,Life Sciences,1,Rendah,Female,75,Sangat Tinggi,2,Manufacturing Director,Rendah,Single,5980,26085,6,Y,Yes,12,Sangat Baik,Sangat Tinggi,80,0,17,2,Tinggi,15,7,4,12
443,39,0.0,Travel_Rarely,117,Research & Development,10,Di bawah perguruan tinggi,Medical,1,Tinggi,Male,99,Tinggi,4,Manager,Rendah,Married,17068,5355,1,Y,Yes,14,Sangat Baik,Sangat Tinggi,80,0,21,3,Tinggi,21,9,11,10
444,33,0.0,Travel_Rarely,117,Research & Development,9,Sarjana,Medical,1,Rendah,Male,60,Tinggi,1,Research Scientist,Sangat Tinggi,Married,2781,6311,0,Y,No,13,Sangat Baik,Sedang,80,1,15,5,Tinggi,14,10,4,10
446,59,0.0,Travel_Rarely,326,Sales,3,Sarjana,Life Sciences,1,Tinggi,Female,48,Sedang,2,Sales Executive,Sangat Tinggi,Single,5171,16490,5,Y,No,17,Sangat Baik,Sangat Tinggi,80,0,13,2,Tinggi,6,1,0,5
447,36,0.0,Travel_Rarely,928,Sales,1,Perguruan tinggi,Life Sciences,1,Sedang,Male,56,Tinggi,2,Sales Executive,Sangat Tinggi,Married,6201,2823,1,Y,Yes,14,Sangat Baik,Sangat Tinggi,80,1,18,1,Sedang,18,14,4,11
448,37,0.0,Travel_Frequently,663,Research & Development,11,Sarjana,Other,1,Sedang,Male,47,Tinggi,3,Research Director,Sangat Tinggi,Divorced,12185,10056,1,Y,Yes,14,Sangat Baik,Tinggi,80,3,10,1,Tinggi,10,8,0,7
450,28,0.0,Travel_Rarely,1117,Research & Development,8,Perguruan tinggi,Life Sciences,1,Sangat Tinggi,Female,66,Tinggi,1,Research Scientist,Sangat Tinggi,Single,3310,4488,1,Y,No,21,Luar Biasa,Sangat Tinggi,80,0,5,3,Tinggi,5,3,0,2
451,49,0.0,Travel_Rarely,1245,Research & Development,18,Magister,Life Sciences,1,Sangat Tinggi,Male,58,Sedang,5,Research Director,Tinggi,Divorced,19502,2125,1,Y,Yes,17,Sangat Baik,Tinggi,80,1,31,5,Tinggi,31,9,0,9
452,34,0.0,Travel_Rarely,254,Research & Development,1,Perguruan tinggi,Life Sciences,1,Sedang,Male,83,Sedang,1,Research Scientist,Sangat Tinggi,Married,3622,22794,1,Y,Yes,13,Sangat Baik,Sangat Tinggi,80,1,6,3,Tinggi,6,5,1,3
456,35,1.0,Travel_Rarely,1204,Sales,4,Sarjana,Technical Degree,1,Sangat Tinggi,Male,86,Tinggi,3,Sales Executive,Rendah,Single,9582,10333,0,Y,Yes,22,Luar Biasa,Rendah,80,0,9,2,Tinggi,8,7,4,7
457,27,0.0,Travel_Frequently,994,Sales,8,Sarjana,Life Sciences,1,Sangat Tinggi,Male,37,Tinggi,3,Sales Executive,Tinggi,Single,8726,2975,1,Y,No,15,Sangat Baik,Sangat Tinggi,80,0,9,0,Tinggi,9,8,1,7
458,48,0.0,Travel_Rarely,1355,Research & Development,4,Magister,Life Sciences,1,Tinggi,Male,78,Sedang,3,Healthcare Representative,Tinggi,Single,10999,22245,7,Y,No,14,Sangat Baik,Sedang,80,0,27,3,Tinggi,15,11,4,8
459,41,0.0,Travel_Rarely,933,Research & Development,9,Magister,Life Sciences,1,Tinggi,Male,94,Tinggi,1,Laboratory Technician,Rendah,Married,2238,6961,2,Y,No,21,Luar Biasa,Sangat Tinggi,80,1,7,2,Tinggi,5,0,1,4
460,36,0.0,Travel_Frequently,469,Research & Development,3,Sarjana,Technical Degree,1,Tinggi,Male,46,Tinggi,1,Research Scientist,Sedang,Married,3692,9256,1,Y,No,12,Sangat Baik,Tinggi,80,0,12,2,Sedang,11,10,0,7
461,40,0.0,Non-Travel,1151,Research & Development,9,Doktor,Life Sciences,1,Sangat Tinggi,Male,63,Sedang,2,Healthcare Representative,Sangat Tinggi,Married,4876,14242,9,Y,No,14,Sangat Baik,Sangat Tinggi,80,1,5,5,Rendah,3,2,0,2
463,31,0.0,Travel_Rarely,746,Research & Development,8,Magister,Life Sciences,1,Tinggi,Female,61,Tinggi,2,Manufacturing Director,Sangat Tinggi,Single,4424,20682,1,Y,No,23,Luar Biasa,Sangat Tinggi,80,0,11,2,Tinggi,11,7,1,8
464,20,1.0,Travel_Rarely,1362,Research & Development,10,Di bawah perguruan tinggi,Medical,1,Sangat Tinggi,Male,32,Tinggi,1,Research Scientist,Tinggi,Single,1009,26999,1,Y,Yes,11,Sangat Baik,Sangat Tinggi,80,0,1,5,Tinggi,1,0,1,1
466,36,1.0,Travel_Rarely,318,Research & Development,9,Sarjana,Medical,1,Sangat Tinggi,Male,79,Sedang,1,Research Scientist,Tinggi,Married,3388,21777,0,Y,Yes,17,Sangat Baik,Rendah,80,1,2,0,Sedang,1,0,0,0
468,35,0.0,Travel_Frequently,944,Sales,1,Sarjana,Marketing,1,Tinggi,Female,92,Tinggi,3,Sales Executive,Tinggi,Single,8789,9096,1,Y,No,14,Sangat Baik,Rendah,80,0,10,3,Sangat Tinggi,10,7,0,8
469,24,0.0,Travel_Rarely,1206,Research & Development,17,Di bawah perguruan tinggi,Medical,1,Sangat Tinggi,Female,41,Sedang,2,Manufacturing Director,Tinggi,Divorced,4377,24117,1,Y,No,15,Sangat Baik,Sedang,80,2,5,6,Tinggi,4,2,3,2
470,23,0.0,Travel_Rarely,373,Research & Development,1,Perguruan tinggi,Life Sciences,1,Sangat Tinggi,Male,47,Tinggi,1,Research Scientist,Tinggi,Married,1223,16901,1,Y,No,22,Luar Biasa,Sangat Tinggi,80,1,1,2,Tinggi,1,0,0,1
471,28,0.0,Travel_Rarely,1476,Research & Development,16,Perguruan tinggi,Medical,1,Sedang,Male,68,Sangat Tinggi,2,Healthcare Representative,Rendah,Single,5661,4824,0,Y,No,19,Sangat Baik,Tinggi,80,0,9,2,Tinggi,8,3,0,7
472,60,0.0,Travel_Rarely,1179,Sales,16,Magister,Marketing,1,Rendah,Male,84,Tinggi,2,Sales Executive,Rendah,Single,5405,11924,8,Y,No,14,Sangat Baik,Sangat Tinggi,80,0,10,1,Tinggi,2,2,2,2
473,47,0.0,Travel_Frequently,1379,Research & Development,16,Magister,Medical,1,Tinggi,Male,64,Sangat Tinggi,2,Manufacturing Director,Tinggi,Divorced,5067,6759,1,Y,Yes,19,Sangat Baik,Tinggi,80,0,20,3,Sangat Tinggi,19,10,2,7
474,41,0.0,Travel_Rarely,427,Human Resources,10,Magister,Human Resources,1,Sedang,Male,73,Sedang,5,Manager,Sangat Tinggi,Divorced,19141,8861,3,Y,No,15,Sangat Baik,Sedang,80,3,23,2,Sedang,21,6,12,6
475,24,0.0,Travel_Rarely,477,Research & Development,24,Sarjana,Medical,1,Sangat Tinggi,Male,49,Tinggi,1,Laboratory Technician,Sedang,Single,3597,6409,8,Y,No,22,Luar Biasa,Sangat Tinggi,80,0,6,2,Tinggi,4,3,1,2
476,29,0.0,Travel_Rarely,1086,Research & Development,7,Di bawah perguruan tinggi,Medical,1,Rendah,Female,62,Sedang,1,Laboratory Technician,Sangat Tinggi,Divorced,2532,6054,6,Y,No,14,Sangat Baik,Tinggi,80,3,8,5,Tinggi,4,3,0,3
477,37,1.0,Travel_Frequently,504,Research & Development,10,Sarjana,Medical,1,Rendah,Male,61,Tinggi,3,Manufacturing Director,Tinggi,Divorced,10048,22573,6,Y,No,11,Sangat Baik,Sedang,80,2,17,5,Tinggi,1,0,0,0
480,55,0.0,Travel_Frequently,135,Research & Development,18,Magister,Medical,1,Tinggi,Male,62,Tinggi,2,Healthcare Representative,Sedang,Married,6385,12992,3,Y,Yes,14,Sangat Baik,Sangat Tinggi,80,2,17,3,Tinggi,8,7,6,7
481,30,0.0,Travel_Rarely,852,Research & Development,1,Di bawah perguruan tinggi,Life Sciences,1,Sangat Tinggi,Male,55,Sedang,2,Laboratory Technician,Sangat Tinggi,Married,5126,15998,1,Y,Yes,12,Sangat Baik,Tinggi,80,2,10,1,Sedang,10,8,3,0
484,26,0.0,Travel_Rarely,703,Sales,28,Perguruan tinggi,Marketing,1,Rendah,Male,66,Tinggi,2,Sales Executive,Sedang,Married,6272,7428,1,Y,No,20,Luar Biasa,Sangat Tinggi,80,2,6,5,Sangat Tinggi,5,3,1,4
485,29,1.0,Travel_Rarely,318,Research & Development,8,Magister,Other,1,Sedang,Male,77,Rendah,1,Laboratory Technician,Rendah,Married,2119,4759,1,Y,Yes,11,Sangat Baik,Sangat Tinggi,80,0,7,4,Sedang,7,7,0,7
486,25,1.0,Travel_Rarely,688,Research & Development,3,Sarjana,Medical,1,Rendah,Male,91,Tinggi,1,Laboratory Technician,Rendah,Married,4031,9396,5,Y,No,13,Sangat Baik,Tinggi,80,1,6,5,Tinggi,2,2,0,2
488,37,0.0,Travel_Rarely,1107,Research & Development,14,Sarjana,Life Sciences,1,Sangat Tinggi,Female,95,Tinggi,1,Laboratory Technician,Rendah,Divorced,3034,26914,1,Y,No,12,Sangat Baik,Tinggi,80,1,18,2,Sedang,18,7,12,17
489,36,0.0,Travel_Rarely,1278,Human Resources,8,Sarjana,Life Sciences,1,Rendah,Male,77,Sedang,1,Human Resources,Rendah,Married,2342,8635,0,Y,No,21,Luar Biasa,Tinggi,80,0,6,3,Tinggi,5,4,0,3
490,41,1.0,Non-Travel,906,Research & Development,5,Perguruan tinggi,Life Sciences,1,Rendah,Male,95,Sedang,1,Research Scientist,Rendah,Divorced,2107,20293,6,Y,No,17,Sangat Baik,Rendah,80,1,5,2,Rendah,1,0,0,0
491,36,0.0,Travel_Rarely,1174,Sales,3,Magister,Marketing,1,Rendah,Female,99,Tinggi,2,Sales Executive,Sedang,Single,9278,20763,3,Y,Yes,16,Sangat Baik,Sangat Tinggi,80,0,15,3,Tinggi,5,4,0,1
492,38,0.0,Travel_Rarely,1333,Research & Development,1,Sarjana,Technical Degree,1,Sangat Tinggi,Female,80,Tinggi,3,Research Director,Rendah,Married,13582,16292,1,Y,No,13,Sangat Baik,Sedang,80,1,15,3,Tinggi,15,12,5,11
494,38,0.0,Travel_Rarely,362,Research & Development,1,Di bawah perguruan tinggi,Life Sciences,1,Tinggi,Female,43,Tinggi,1,Research Scientist,Rendah,Single,2619,14561,3,Y,No,17,Sangat Baik,Sangat Tinggi,80,0,8,3,Sedang,0,0,0,0
495,51,0.0,Travel_Rarely,1318,Sales,26,Magister,Marketing,1,Rendah,Female,66,Tinggi,4,Manager,Tinggi,Married,16307,5594,2,Y,No,14,Sangat Baik,Tinggi,80,1,29,2,Sedang,20,6,4,17
496,37,0.0,Travel_Rarely,1319,Research & Development,6,Sarjana,Medical,1,Tinggi,Male,51,Sangat Tinggi,2,Research Scientist,Rendah,Divorced,5974,17001,4,Y,Yes,13,Sangat Baik,Rendah,80,2,13,2,Tinggi,7,7,6,7
497,20,1.0,Travel_Frequently,871,Research & Development,6,Sarjana,Life Sciences,1,Sangat Tinggi,Female,66,Sedang,1,Laboratory Technician,Sangat Tinggi,Single,2926,19783,1,Y,Yes,18,Sangat Baik,Sedang,80,0,1,5,Tinggi,1,0,1,0
498,45,0.0,Travel_Rarely,974,Research & Development,1,Magister,Medical,1,Sangat Tinggi,Female,91,Tinggi,1,Laboratory Technician,Sangat Tinggi,Divorced,2270,11005,3,Y,No,14,Sangat Baik,Sangat Tinggi,80,2,8,2,Tinggi,5,3,0,2
499,24,1.0,Travel_Rarely,984,Research & Development,17,Perguruan tinggi,Life Sciences,1,Sangat Tinggi,Female,97,Tinggi,1,Laboratory Technician,Sedang,Married,2210,3372,1,Y,No,13,Sangat Baik,Rendah,80,1,1,3,Rendah,1,0,0,0
500,52,0.0,Travel_Rarely,956,Research & Development,6,Perguruan tinggi,Technical Degree,1,Sangat Tinggi,Male,78,Tinggi,2,Research Scientist,Rendah,Divorced,5577,22087,3,Y,Yes,12,Sangat Baik,Sedang,80,2,18,3,Tinggi,10,9,6,9
501,49,0.0,Travel_Rarely,1261,Research & Development,7,Sarjana,Other,1,Sedang,Male,31,Sedang,3,Healthcare Representative,Tinggi,Single,10965,12066,8,Y,No,24,Luar Biasa,Tinggi,80,0,26,2,Tinggi,5,2,0,0
505,19,1.0,Travel_Rarely,528,Sales,22,Di bawah perguruan tinggi,Marketing,1,Sangat Tinggi,Male,50,Tinggi,1,Sales Representative,Tinggi,Single,1675,26820,1,Y,Yes,19,Sangat Baik,Sangat Tinggi,80,0,0,2,Sedang,0,0,0,0
507,24,0.0,Non-Travel,673,Research & Development,11,Perguruan tinggi,Other,1,Rendah,Female,96,Sangat Tinggi,2,Manufacturing Director,Tinggi,Divorced,4011,8232,0,Y,No,18,Sangat Baik,Sangat Tinggi,80,1,5,5,Sedang,4,2,1,3
508,22,0.0,Travel_Rarely,604,Research & Development,6,Di bawah perguruan tinggi,Medical,1,Rendah,Male,69,Tinggi,1,Research Scientist,Tinggi,Married,2773,12145,0,Y,No,20,Luar Biasa,Sangat Tinggi,80,0,3,3,Tinggi,2,2,2,2
510,42,0.0,Travel_Frequently,570,Research & Development,8,Sarjana,Life Sciences,1,Sedang,Male,66,Tinggi,5,Manager,Sangat Tinggi,Divorced,18430,16225,1,Y,No,13,Sangat Baik,Sedang,80,1,24,4,Sedang,24,7,14,9
511,33,0.0,Travel_Frequently,1392,Research & Development,3,Magister,Life Sciences,1,Sangat Tinggi,Female,56,Tinggi,1,Research Scientist,Tinggi,Married,2909,23159,1,Y,Yes,11,Sangat Baik,Tinggi,80,0,8,3,Tinggi,8,7,3,0
512,37,0.0,Travel_Rarely,1115,Research & Development,1,Magister,Life Sciences,1,Rendah,Male,51,Sedang,2,Manufacturing Director,Tinggi,Divorced,5993,2689,1,Y,No,18,Sangat Baik,Tinggi,80,1,7,2,Sangat Tinggi,7,5,0,7
513,39,0.0,Travel_Frequently,1218,Research & Development,1,Di bawah perguruan tinggi,Life Sciences,1,Sedang,Male,52,Tinggi,5,Manager,Tinggi,Divorced,19197,8213,1,Y,Yes,14,Sangat Baik,Tinggi,80,1,21,3,Tinggi,21,8,1,6
514,36,0.0,Travel_Frequently,607,Sales,7,Sarjana,Marketing,1,Rendah,Female,83,Sangat Tinggi,2,Sales Executive,Rendah,Married,4639,2261,2,Y,No,16,Sangat Baik,Sangat Tinggi,80,1,17,2,Sedang,15,7,6,13
